권역,SIG_CD,SIDO,시군구,OB_2024,OBz,OB_EHSA,OW_2024,OWz,OW_EHSA,CNT_2024,CNTz,CNT_EHSA
경북,22050,대구,북구,10.2,-0.73,No Pattern,20.2,-0.79,No Pattern,184,1.96,New Hot
경북,22060,대구,수성구,9.1,-1.66,Consecutive Cold,17.2,-1.45,No Pattern,131,1.84,No Pattern
경북,22070,대구,달서구,9.6,0.15,No Pattern,18.2,0.3,No Pattern,199,1.32,No Pattern
경북,22510,대구,달성군,11.8,0.51,No Pattern,21.1,0.73,No Pattern,226,2.28,No Pattern
경북,22520,대구,군위군,9.1,-0.28,No Pattern,13.6,0.69,No Pattern,2,0.24,No Pattern
경북,37011,경북,포항시 남구,12.2,-0.08,No Pattern,21.4,0.03,No Pattern,116,2.42,No Pattern
경북,37012,경북,포항시 북구,10.2,1.06,No Pattern,19.0,1.28,No Pattern,151,0.51,No Pattern
경북,37020,경북,경주시,11.3,0.55,No Pattern,20.1,0.72,No Pattern,106,1.15,No Pattern
경북,37030,경북,김천시,10.3,-0.08,No Pattern,17.1,-0.19,No Pattern,70,0.49,No Pattern
경북,37040,경북,안동시,14.8,0.6,No Pattern,23.9,0.46,No Pattern,86,-2.63,Persistent Cold
경북,37050,경북,구미시,11.3,-1.06,No Pattern,19.9,-0.6,No Pattern,273,-0.18,No Pattern
경북,37060,경북,영주시,14.3,-0.1,No Pattern,23.5,-0.85,No Pattern,48,-1.32,No Pattern
경북,37070,경북,영천시,12.6,-0.0,No Pattern,20.7,1.2,No Pattern,45,0.6,No Pattern
경북,37080,경북,상주시,13.1,-0.97,No Pattern,20.6,-1.24,No Pattern,40,-0.43,No Pattern
경북,37090,경북,문경시,12.7,-0.68,No Pattern,22.4,-0.93,No Pattern,33,-1.5,No Pattern
경북,37100,경북,경산시,11.6,-0.42,No Pattern,20.9,-0.36,No Pattern,135,1.76,No Pattern
경북,37520,경북,의성군,12.1,-0.78,No Pattern,17.6,0.31,No Pattern,11,-1.01,No Pattern
경북,37530,경북,청송군,23.5,1.24,Consecutive Hot,39.2,1.9,No Pattern,12,-1.97,No Pattern
경북,37540,경북,영양군,22.6,1.37,New Hot,29.1,1.18,New Hot,7,-2.52,Persistent Cold
경북,37550,경북,영덕군,15.0,1.24,New Hot,25.0,1.49,New Hot,9,-1.49,No Pattern
경북,37560,경북,청도군,11.4,0.34,No Pattern,25.7,0.51,No Pattern,8,1.0,No Pattern
경북,37570,경북,고령군,12.8,0.68,No Pattern,21.8,0.93,No Pattern,10,1.2,No Pattern
경북,37580,경북,성주군,13.6,0.76,No Pattern,21.2,0.66,No Pattern,16,-0.5,No Pattern
경북,37590,경북,칠곡군,14.9,-0.86,No Pattern,23.5,-0.35,No Pattern,76,2.26,Consecutive Hot
경북,37600,경북,예천군,7.1,-0.29,No Pattern,12.2,-0.52,No Pattern,21,-1.8,No Pattern
경북,37610,경북,봉화군,16.2,0.63,No Pattern,23.6,0.03,No Pattern,11,-1.82,No Pattern
경북,37620,경북,울진군,17.8,1.26,Sporadic Hot,32.9,-0.11,No Pattern,33,-2.85,Persistent Cold
경북,37630,경북,울릉군,14.8,0.14,No Pattern,14.8,-0.55,No Pattern,4,-1.66,No Pattern
경남,21010,부산,중구,18.5,1.34,No Pattern,25.9,1.53,No Pattern,10,-2.46,Intensifying Cold
경남,21020,부산,서구,9.3,0.82,No Pattern,17.3,0.93,No Pattern,30,-0.3,No Pattern
경남,21030,부산,동구,7.9,0.43,No Pattern,13.6,0.52,No Pattern,22,-1.01,No Pattern
경남,21040,부산,영도구,12.7,1.51,No Pattern,22.4,1.78,No Pattern,38,-1.78,No Pattern
경남,21050,부산,부산진구,8.3,-1.03,No Pattern,17.5,-0.85,No Pattern,121,0.14,No Pattern
경남,21060,부산,동래구,8.7,-2.86,Sporadic Cold,16.7,-2.74,Sporadic Cold,117,0.79,No Pattern
경남,21070,부산,남구,8.5,-1.17,New Cold,18.6,-0.92,No Pattern,83,-0.17,No Pattern
경남,21080,부산,북구,8.5,-2.17,No Pattern,18.6,-2.04,No Pattern,103,3.4,Intensifying Hot
경남,21090,부산,해운대구,8.7,-2.39,Sporadic Cold,17.8,-2.39,No Pattern,127,0.51,No Pattern
경남,21100,부산,사하구,12.6,-0.27,No Pattern,22.4,0.04,No Pattern,144,0.42,No Pattern
경남,21110,부산,금정구,7.4,-2.59,No Pattern,17.0,-2.64,No Pattern,48,2.0,Consecutive Hot
경남,21120,부산,강서구,9.6,-0.97,No Pattern,17.7,-0.68,No Pattern,127,3.51,Persistent Hot
경남,21130,부산,연제구,7.3,-1.99,New Cold,15.7,-1.72,No Pattern,69,0.48,No Pattern
경남,21140,부산,수영구,8.5,-1.85,New Cold,19.1,-1.55,No Pattern,51,0.56,No Pattern
경남,21150,부산,사상구,11.9,-0.85,No Pattern,19.1,-0.61,No Pattern,87,1.15,No Pattern
경남,21510,부산,기장군,9.6,-1.34,No Pattern,18.4,-1.47,No Pattern,110,2.17,Consecutive Hot
경남,26010,울산,중구,10.7,0.71,No Pattern,21.3,0.72,No Pattern,110,2.27,Consecutive Hot
경남,26020,울산,남구,9.0,0.71,No Pattern,18.0,0.72,No Pattern,121,2.27,Consecutive Hot
경남,26030,울산,동구,11.5,0.4,No Pattern,19.9,0.19,No Pattern,96,1.37,No Pattern
경남,26040,울산,북구,11.1,0.91,No Pattern,19.5,0.79,No Pattern,180,2.25,Consecutive Hot
경남,26510,울산,울주군,13.9,0.65,No Pattern,24.0,0.64,No Pattern,146,2.48,Consecutive Hot
경남,38030,경남,진주시,11.1,0.87,No Pattern,20.4,1.14,No Pattern,178,-2.56,Persistent Cold
경남,38050,경남,통영시,10.8,-0.63,No Pattern,16.9,-0.72,No Pattern,46,-0.2,No Pattern
경남,38060,경남,사천시,11.5,0.18,No Pattern,21.2,0.2,No Pattern,51,-1.68,No Pattern
경남,38070,경남,김해시,9.8,-1.17,No Pattern,17.8,-1.2,No Pattern,279,3.15,Intensifying Hot
경남,38080,경남,밀양시,13.2,1.22,No Pattern,21.1,1.09,No Pattern,30,2.65,Persistent Hot
경남,38090,경남,거제시,7.9,-0.66,No Pattern,16.3,-0.94,No Pattern,106,0.82,No Pattern
경남,38100,경남,양산시,10.1,-0.68,No Pattern,17.9,-0.8,No Pattern,217,3.1,Intensifying Hot
경남,38111,경남,창원시 의창구,10.2,1.04,No Pattern,18.5,0.73,No Pattern,106,0.86,No Pattern
경남,38112,경남,창원시 성산구,7.3,-0.97,No Pattern,15.5,-1.17,No Pattern,83,3.32,Diminishing Hot
경남,38113,경남,창원시 마산합포구,9.5,0.39,No Pattern,16.9,0.32,No Pattern,74,-0.45,No Pattern
경남,38114,경남,창원시 마산회원구,10.0,0.78,No Pattern,18.3,0.56,No Pattern,67,-0.21,No Pattern
경남,38115,경남,창원시 진해구,9.6,-1.46,No Pattern,18.6,-1.41,No Pattern,99,2.87,Intensifying Hot
경남,38510,경남,의령군,9.1,1.61,No Pattern,20.0,1.53,Sporadic Hot,5,-2.61,Persistent Cold
경남,38520,경남,함안군,8.6,1.42,No Pattern,18.2,1.44,No Pattern,17,-0.76,No Pattern
경남,38530,경남,창녕군,15.1,2.33,No Pattern,22.3,2.41,No Pattern,23,-2.69,Intensifying Cold
경남,38540,경남,고성군,10.3,-0.24,No Pattern,18.2,-0.34,No Pattern,13,-0.34,No Pattern
경남,38550,경남,남해군,11.4,0.27,No Pattern,17.7,-0.08,No Pattern,9,-1.51,No Pattern
경남,38560,경남,하동군,10.9,0.3,No Pattern,16.3,0.12,No Pattern,10,-1.78,No Pattern
경남,38570,경남,산청군,12.5,1.23,No Pattern,17.9,1.34,Sporadic Hot,7,-3.22,Persistent Cold
경남,38580,경남,함양군,10.6,1.01,No Pattern,25.0,0.77,No Pattern,11,-3.2,Persistent Cold
경남,38590,경남,거창군,13.1,0.95,No Pattern,22.5,0.56,New Hot,28,-3.21,Persistent Cold
경남,38600,경남,합천군,13.0,1.81,No Pattern,28.6,1.95,Sporadic Hot,10,-3.6,Persistent Cold
경상권,21010,부산,중구,18.5,0.29,No Pattern,25.9,0.43,No Pattern,10,-2.02,Sporadic Cold
경상권,21020,부산,서구,9.3,-0.27,No Pattern,17.3,-0.2,No Pattern,30,0.04,No Pattern
경상권,21030,부산,동구,7.9,-0.48,No Pattern,13.6,-0.41,No Pattern,22,-0.65,No Pattern
경상권,21040,부산,영도구,12.7,0.64,No Pattern,22.4,0.85,No Pattern,38,-1.49,No Pattern
경상권,21050,부산,부산진구,8.3,-1.73,New Cold,17.5,-1.59,No Pattern,121,0.47,No Pattern
경상권,21060,부산,동래구,8.7,-2.93,Sporadic Cold,16.7,-2.84,Sporadic Cold,117,1.0,No Pattern
경상권,21070,부산,남구,8.5,-1.69,New Cold,18.6,-1.49,No Pattern,83,0.12,No Pattern
경상권,21080,부산,북구,8.5,-2.64,Sporadic Cold,18.6,-2.54,Sporadic Cold,103,3.42,Intensifying Hot
경상권,21090,부산,해운대구,8.7,-2.59,Sporadic Cold,17.8,-2.58,No Pattern,127,0.75,No Pattern
경상권,21100,부산,사하구,12.6,-0.91,No Pattern,22.4,-0.69,No Pattern,144,0.64,No Pattern
경상권,21110,부산,금정구,7.4,-2.81,Persistent Cold,17.0,-2.84,No Pattern,48,2.12,Consecutive Hot
경상권,21120,부산,강서구,9.6,-1.61,No Pattern,17.7,-1.4,No Pattern,127,3.51,Persistent Hot
경상권,21130,부산,연제구,7.3,-2.3,Sporadic Cold,15.7,-2.08,No Pattern,69,0.72,No Pattern
경상권,21140,부산,수영구,8.5,-2.12,Consecutive Cold,19.1,-1.87,No Pattern,51,0.77,No Pattern
경상권,21150,부산,사상구,11.9,-1.52,No Pattern,19.1,-1.34,No Pattern,87,1.36,No Pattern
경상권,21510,부산,기장군,9.6,-1.82,No Pattern,18.4,-1.9,No Pattern,110,2.26,Consecutive Hot
경상권,22010,대구,중구,6.8,-0.04,No Pattern,14.4,0.2,No Pattern,35,1.22,No Pattern
경상권,22020,대구,동구,9.5,0.1,No Pattern,17.1,0.6,No Pattern,147,1.09,No Pattern
경상권,22030,대구,서구,12.9,0.08,No Pattern,21.2,0.23,No Pattern,62,2.43,Consecutive Hot
경상권,22040,대구,남구,9.8,-0.93,No Pattern,19.6,-0.53,No Pattern,39,1.31,No Pattern
경상권,22050,대구,북구,10.2,0.4,No Pattern,20.2,0.35,No Pattern,184,1.55,New Hot
경상권,22060,대구,수성구,9.1,-0.61,No Pattern,17.2,-0.37,No Pattern,131,1.43,New Hot
경상권,22070,대구,달서구,9.6,1.25,No Pattern,18.2,1.41,No Pattern,199,0.97,No Pattern
경상권,22510,대구,달성군,11.8,2.31,No Pattern,21.1,2.49,No Pattern,226,1.18,No Pattern
경상권,22520,대구,군위군,9.1,1.01,New Hot,13.6,2.04,Sporadic Hot,2,-0.2,No Pattern
경상권,26010,울산,중구,10.7,-0.22,No Pattern,21.3,-0.19,No Pattern,110,2.34,Consecutive Hot
경상권,26020,울산,남구,9.0,-0.22,No Pattern,18.0,-0.19,No Pattern,121,2.34,Consecutive Hot
경상권,26030,울산,동구,11.5,-0.23,No Pattern,19.9,-0.36,No Pattern,96,1.44,No Pattern
경상권,26040,울산,북구,11.1,0.06,No Pattern,19.5,0.12,No Pattern,180,2.58,Intensifying Hot
경상권,26510,울산,울주군,13.9,0.03,No Pattern,24.0,0.3,No Pattern,146,2.16,Consecutive Hot
경상권,37011,경북,포항시 남구,12.2,0.74,No Pattern,21.4,0.87,No Pattern,116,2.21,No Pattern
경상권,37012,경북,포항시 북구,10.2,2.36,Sporadic Hot,19.0,2.6,Sporadic Hot,151,0.1,No Pattern
경상권,37020,경북,경주시,11.3,1.38,No Pattern,20.1,1.5,No Pattern,106,1.65,No Pattern
경상권,37030,경북,김천시,10.3,0.9,No Pattern,17.1,0.81,No Pattern,70,-0.34,No Pattern
경상권,37040,경북,안동시,14.8,1.95,Sporadic Hot,23.9,1.82,No Pattern,86,-3.05,Persistent Cold
경상권,37050,경북,구미시,11.3,0.05,No Pattern,19.9,0.52,No Pattern,273,-0.58,No Pattern
경상권,37060,경북,영주시,14.3,0.86,No Pattern,23.5,0.02,No Pattern,48,-1.69,No Pattern
경상권,37070,경북,영천시,12.6,1.42,No Pattern,20.7,2.67,No Pattern,45,0.09,No Pattern
경상권,37080,경북,상주시,13.1,0.14,No Pattern,20.6,-0.14,No Pattern,40,-0.84,No Pattern
경상권,37090,경북,문경시,12.7,0.06,No Pattern,22.4,-0.2,No Pattern,33,-1.84,No Pattern
경상권,37100,경북,경산시,11.6,0.75,No Pattern,20.9,0.82,No Pattern,135,1.35,No Pattern
경상권,37520,경북,의성군,12.1,0.47,No Pattern,17.6,1.63,No Pattern,11,-1.44,No Pattern
경상권,37530,경북,청송군,23.5,2.73,Sporadic Hot,39.2,3.41,Sporadic Hot,12,-2.41,Persistent Cold
경상권,37540,경북,영양군,22.6,2.7,Sporadic Hot,29.1,2.49,Sporadic Hot,7,-2.94,Persistent Cold
경상권,37550,경북,영덕군,15.0,2.46,Sporadic Hot,25.0,2.74,Sporadic Hot,9,-1.88,No Pattern
경상권,37560,경북,청도군,11.4,1.8,No Pattern,25.7,1.91,No Pattern,8,0.16,No Pattern
경상권,37570,경북,고령군,12.8,1.86,No Pattern,21.8,2.03,No Pattern,10,-0.32,No Pattern
경상권,37580,경북,성주군,13.6,1.71,No Pattern,21.2,1.62,No Pattern,16,-1.72,No Pattern
경상권,37590,경북,칠곡군,14.9,0.5,No Pattern,23.5,1.0,No Pattern,76,1.73,Consecutive Hot
경상권,37600,경북,예천군,7.1,0.88,No Pattern,12.2,0.65,No Pattern,21,-2.22,Consecutive Cold
경상권,37610,경북,봉화군,16.2,1.77,Sporadic Hot,23.6,1.14,New Hot,11,-2.22,No Pattern
경상권,37620,경북,울진군,17.8,2.45,Sporadic Hot,32.9,0.95,Sporadic Hot,33,-3.26,Persistent Cold
경상권,37630,경북,울릉군,14.8,0.8,Sporadic Hot,14.8,0.04,No Pattern,4,-1.97,No Pattern
경상권,38030,경남,진주시,11.1,-0.37,No Pattern,20.4,-0.22,No Pattern,178,-1.94,No Pattern
경상권,38050,경남,통영시,10.8,-1.1,No Pattern,16.9,-1.15,No Pattern,46,0.02,No Pattern
경상권,38060,경남,사천시,11.5,-0.62,No Pattern,21.2,-0.61,No Pattern,51,-1.26,No Pattern
경상권,38070,경남,김해시,9.8,-1.93,No Pattern,17.8,-1.93,No Pattern,279,3.2,Intensifying Hot
경상권,38080,경남,밀양시,13.2,0.34,No Pattern,21.1,0.46,No Pattern,30,1.98,No Pattern
경상권,38090,경남,거제시,7.9,-1.01,No Pattern,16.3,-1.22,No Pattern,106,0.93,No Pattern
경상권,38100,경남,양산시,10.1,-1.5,No Pattern,17.9,-1.56,No Pattern,217,3.14,Intensifying Hot
경상권,38111,경남,창원시 의창구,10.2,-0.24,No Pattern,18.5,-0.44,No Pattern,106,1.12,No Pattern
경상권,38112,경남,창원시 성산구,7.3,-1.46,No Pattern,15.5,-1.6,No Pattern,83,3.32,Diminishing Hot
경상권,38113,경남,창원시 마산합포구,9.5,-0.54,No Pattern,16.9,-0.58,No Pattern,74,-0.13,No Pattern
경상권,38114,경남,창원시 마산회원구,10.0,-0.18,No Pattern,18.3,-0.33,No Pattern,67,0.06,No Pattern
경상권,38115,경남,창원시 진해구,9.6,-1.81,No Pattern,18.6,-1.78,No Pattern,99,2.89,Intensifying Hot
경상권,38510,경남,의령군,9.1,0.37,No Pattern,20.0,0.24,No Pattern,5,-2.07,No Pattern
경상권,38520,경남,함안군,8.6,0.08,No Pattern,18.2,0.07,No Pattern,17,-0.35,No Pattern
경상권,38530,경남,창녕군,15.1,1.42,No Pattern,22.3,1.58,No Pattern,23,-2.38,No Pattern
경상권,38540,경남,고성군,10.3,-1.0,No Pattern,18.2,-1.05,No Pattern,13,-0.03,No Pattern
경상권,38550,경남,남해군,11.4,-0.25,No Pattern,17.7,-0.51,No Pattern,9,-1.24,No Pattern
경상권,38560,경남,하동군,10.9,-0.56,No Pattern,16.3,-0.72,No Pattern,10,-1.35,No Pattern
경상권,38570,경남,산청군,12.5,-0.01,No Pattern,17.9,0.01,No Pattern,7,-2.58,Persistent Cold
경상권,38580,경남,함양군,10.6,0.04,No Pattern,25.0,-0.15,No Pattern,11,-2.71,Persistent Cold
경상권,38590,경남,거창군,13.1,1.09,No Pattern,22.5,0.84,No Pattern,28,-2.96,Persistent Cold
경상권,38600,경남,합천군,13.0,2.08,No Pattern,28.6,2.27,No Pattern,10,-3.65,Persistent Cold
강원,32010,강원,춘천시,9.5,-0.18,No Pattern,19.4,0.59,No Pattern,127,0.05,No Pattern
강원,32020,강원,원주시,10.1,-0.1,No Pattern,18.7,-0.11,No Pattern,177,1.44,No Pattern
강원,32030,강원,강릉시,14.3,1.21,No Pattern,21.6,0.81,No Pattern,125,-0.17,No Pattern
강원,32040,강원,동해시,15.1,0.62,No Pattern,21.7,0.26,No Pattern,53,0.76,No Pattern
강원,32050,강원,태백시,14.8,0.76,No Pattern,21.5,0.64,No Pattern,20,-1.28,No Pattern
강원,32060,강원,속초시,15.7,-0.07,No Pattern,25.2,-0.68,No Pattern,58,-1.45,No Pattern
강원,32070,강원,삼척시,12.2,0.36,No Pattern,20.7,-0.06,No Pattern,26,-0.67,No Pattern
강원,32510,강원,홍천군,14.4,0.21,No Pattern,22.3,0.01,No Pattern,31,0.64,No Pattern
강원,32520,강원,횡성군,10.9,0.0,No Pattern,20.2,-0.01,No Pattern,14,0.64,No Pattern
강원,32530,강원,영월군,12.6,-0.22,No Pattern,18.9,-0.45,No Pattern,14,0.08,No Pattern
강원,32540,강원,평창군,13.5,0.83,No Pattern,23.9,0.91,No Pattern,13,-0.66,No Pattern
강원,32550,강원,정선군,17.5,0.78,No Pattern,24.7,0.57,No Pattern,17,-0.34,No Pattern
강원,32560,강원,철원군,12.1,0.18,No Pattern,23.6,1.21,No Pattern,22,-1.37,No Pattern
강원,32570,강원,화천군,16.8,-0.31,No Pattern,27.7,0.7,No Pattern,20,0.28,No Pattern
강원,32580,강원,양구군,12.7,-0.41,No Pattern,25.4,0.54,No Pattern,14,-0.11,No Pattern
강원,32590,강원,인제군,11.2,-0.32,No Pattern,21.7,-0.26,No Pattern,17,-0.47,No Pattern
강원,32600,강원,고성군,9.9,-0.95,No Pattern,22.6,-1.3,No Pattern,7,-1.08,No Pattern
강원,32610,강원,양양군,14.5,0.5,No Pattern,26.1,0.2,No Pattern,10,0.1,No Pattern
제주,39010,제주,제주시,10.7,0.0,No Pattern,20.0,0.0,No Pattern,307,0.0,No Pattern
제주,39020,제주,서귀포시,11.5,0.0,No Pattern,21.8,0.0,No Pattern,90,0.0,No Pattern
